combi,hero1_id,hero2_id,hero1_name,hero2_name,matches_won_perc,num_matches_picked,num_matches_won,ancient_kills,buyback_count,camps_stacked,courier_kills,creeps_stacked,deaths,denies,hero_damage,hero_healing,hero_kills,kills,lane_kills,necronomicon_kills,neutral_kills,observer_kills,observer_uses,roshan_kills,rune_pickups,sentry_kills,sentry_uses,total_gold,total_xp,tower_damage,tower_kills
"(44, 29)",44,29,Phantom Assassin,Tidehunter,1.0,1,1.0,56.0,1.0,4.0,0.0,8.0,9.0,15.0,65006.0,3300.0,24.0,24.0,308.0,0.0,225.0,0.0,0.0,1.0,19.0,0.0,0.0,51954.0,61406.0,7683.0,7.0
"(44, 19)",44,19,Phantom Assassin,Tiny,0.0,3,0.0,10.666666666666666,1.0,2.3333333333333335,0.0,6.666666666666667,16.666666666666668,27.333333333333332,22987.666666666668,65.33333333333333,9.0,9.0,311.6666666666667,0.0,105.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,11.0,0.0,0.0,29651.333333333332,32969.666666666664,948.6666666666666,1.3333333333333333
"(44, 85)",44,85,Phantom Assassin,Undying,0.5,2,1.0,19.0,1.0,1.0,0.0,2.5,13.0,18.5,29351.0,2412.0,12.0,12.0,229.5,0.0,106.0,1.0,5.0,1.0,9.5,2.0,0.5,30506.0,36372.0,5602.0,1.0
"(44, 20)",44,20,Phantom Assassin,Vengeful Spirit,1.0,1,1.0,54.0,1.0,4.0,0.0,13.0,14.0,14.0,55431.0,0.0,22.0,22.0,256.0,0.0,149.0,4.0,14.0,1.0,20.0,2.0,1.0,47677.0,52482.0,6890.0,7.0
"(44, 40)",44,40,Phantom Assassin,Venomancer,0.0,1,0.0,61.0,7.0,2.0,0.0,4.0,21.0,14.0,65140.0,0.0,13.0,13.0,304.0,0.0,298.0,4.0,0.0,2.0,9.0,4.0,3.0,60512.0,63485.0,7724.0,5.0
"(44, 21)",44,21,Phantom Assassin,Windranger,0.0,1,0.0,9.0,1.0,0.0,0.0,0.0,12.0,16.0,17289.0,132.0,5.0,5.0,400.0,0.0,103.0,3.0,0.0,0.0,9.0,0.0,2.0,31377.0,34130.0,54.0,1.0
"(12, 102)",12,102,Phantom Lancer,Abaddon,0.5,2,1.0,25.5,1.0,0.5,0.0,1.0,7.5,19.0,43911.0,1610.0,9.5,9.5,341.5,6.0,156.0,0.5,0.0,0.5,24.0,0.0,0.0,39924.0,44859.0,5700.5,5.0
"(12, 68)",12,68,Phantom Lancer,Ancient Apparition,0.5,2,1.0,21.0,0.5,2.5,0.0,9.0,11.5,19.0,31532.5,145.0,8.5,8.5,321.0,0.0,139.5,1.5,5.5,0.5,13.0,2.0,7.5,40977.0,40105.5,4103.0,3.5
"(12, 2)",12,2,Phantom Lancer,Axe,0.3333333333333333,6,2.0,36.0,1.5,1.8333333333333333,0.0,5.0,11.666666666666666,17.166666666666668,40654.333333333336,36.666666666666664,11.5,11.5,321.5,0.8333333333333334,141.33333333333334,0.3333333333333333,0.6666666666666666,0.16666666666666666,6.833333333333333,0.16666666666666666,0.0,36590.333333333336,37852.5,2765.6666666666665,1.8333333333333333
"(12, 3)",12,3,Phantom Lancer,Bane,0.625,8,5.0,31.75,0.75,1.25,0.25,3.625,10.375,20.625,27167.375,93.125,11.5,11.5,242.625,1.125,103.625,3.25,11.25,0.5,8.125,2.375,9.25,33627.625,36061.875,4399.125,2.25
"(12, 65)",12,65,Phantom Lancer,Batrider,0.3333333333333333,3,1.0,26.0,1.0,2.3333333333333335,0.0,5.333333333333333,9.333333333333334,15.666666666666666,29492.666666666668,81.33333333333333,13.0,13.0,317.6666666666667,0.0,128.0,2.6666666666666665,0.3333333333333333,0.3333333333333333,10.333333333333334,2.0,0.0,36186.666666666664,36340.0,5318.0,3.6666666666666665
"(12, 38)",12,38,Phantom Lancer,Beastmaster,0.4,5,2.0,28.2,1.4,1.0,0.0,2.6,12.4,18.0,32873.6,246.8,8.8,8.8,357.8,0.2,139.4,0.6,0.6,0.2,7.8,1.8,0.0,37528.6,39495.0,5767.8,3.2
"(12, 4)",12,4,Phantom Lancer,Bloodseeker,0.6666666666666666,3,2.0,61.333333333333336,0.3333333333333333,0.6666666666666666,0.0,1.6666666666666667,4.666666666666667,44.0,42323.666666666664,713.6666666666666,13.0,13.0,432.3333333333333,0.0,270.0,2.3333333333333335,0.6666666666666666,0.3333333333333333,10.0,1.3333333333333333,0.0,49831.666666666664,48093.333333333336,10233.333333333334,5.0
"(12, 78)",12,78,Phantom Lancer,Brewmaster,0.75,4,3.0,23.75,0.0,0.25,0.0,0.25,6.25,23.75,26673.25,72.25,14.5,14.5,267.5,0.0,94.25,1.0,0.0,0.75,9.75,0.75,0.25,31679.75,31308.0,6150.25,3.5
"(12, 99)",12,99,Phantom Lancer,Bristleback,1.0,1,1.0,73.0,4.0,8.0,0.0,27.0,14.0,17.0,114446.0,84.0,18.0,18.0,1001.0,0.0,231.0,8.0,0.0,3.0,42.0,2.0,0.0,107086.0,91027.0,15519.0,4.0
"(12, 61)",12,61,Phantom Lancer,Broodmother,0.0,1,0.0,99.0,2.0,0.0,0.0,0.0,17.0,14.0,101919.0,0.0,31.0,31.0,524.0,11.0,447.0,7.0,0.0,0.0,11.0,11.0,0.0,80052.0,91046.0,3465.0,1.0
"(12, 66)",12,66,Phantom Lancer,Chen,1.0,1,1.0,9.0,0.0,2.0,0.0,6.0,5.0,30.0,15720.0,1141.0,9.0,9.0,144.0,0.0,65.0,1.0,6.0,0.0,3.0,0.0,0.0,17667.0,18908.0,2690.0,1.0
"(12, 56)",12,56,Phantom Lancer,Clinkz,0.0,1,0.0,18.0,3.0,1.0,1.0,1.0,11.0,13.0,32292.0,0.0,12.0,12.0,295.0,0.0,171.0,1.0,0.0,0.0,3.0,6.0,0.0,31950.0,38268.0,1214.0,1.0
"(12, 51)",12,51,Phantom Lancer,Clockwerk,0.5,6,3.0,29.333333333333332,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.5,11.5,38.0,37552.666666666664,517.0,11.666666666666666,11.666666666666666,275.3333333333333,0.0,106.66666666666667,2.1666666666666665,2.1666666666666665,0.5,14.5,2.5,2.0,37153.0,42968.0,4311.833333333333,1.6666666666666667
"(12, 5)",12,5,Phantom Lancer,Crystal Maiden,0.25,4,1.0,19.5,1.25,0.5,0.25,1.25,13.5,10.25,28053.5,72.25,8.75,8.75,216.75,0.0,85.5,2.0,6.75,0.0,6.0,3.25,7.5,27485.5,30164.75,1551.0,0.75
"(12, 55)",12,55,Phantom Lancer,Dark Seer,0.5,2,1.0,15.0,0.5,1.0,0.0,1.5,11.0,9.0,27819.0,174.0,8.5,9.0,291.0,0.0,123.5,1.0,1.0,1.0,11.0,0.0,0.5,30345.5,31637.5,2524.5,2.0
"(12, 119)",12,119,Phantom Lancer,Dark Willow,0.3333333333333333,3,1.0,32.333333333333336,1.0,1.3333333333333333,0.3333333333333333,3.3333333333333335,10.0,15.666666666666666,34837.0,905.6666666666666,9.0,9.0,355.6666666666667,2.6666666666666665,139.66666666666666,1.6666666666666667,7.0,1.0,17.666666666666668,3.0,4.333333333333333,44066.333333333336,45460.666666666664,4009.3333333333335,2.6666666666666665
"(12, 50)",12,50,Phantom Lancer,Dazzle,0.0,1,0.0,28.0,0.0,1.0,0.0,2.0,10.0,17.0,13914.0,7180.0,3.0,3.0,242.0,0.0,120.0,1.0,12.0,0.0,3.0,1.0,5.0,28341.0,25155.0,2448.0,3.0
"(12, 43)",12,43,Phantom Lancer,Death Prophet,0.5,6,3.0,41.166666666666664,1.6666666666666667,0.8333333333333334,0.0,2.5,7.5,26.333333333333332,45584.5,0.0,14.5,14.333333333333334,533.8333333333334,1.1666666666666667,179.33333333333334,1.6666666666666667,0.3333333333333333,1.1666666666666667,14.0,2.3333333333333335,0.0,54928.0,53957.166666666664,8918.666666666666,3.8333333333333335
"(12, 87)",12,87,Phantom Lancer,Disruptor,0.0,1,0.0,3.0,1.0,0.0,0.0,0.0,12.0,20.0,16445.0,0.0,5.0,5.0,108.0,1.0,18.0,2.0,6.0,0.0,4.0,0.0,0.0,11386.0,11960.0,0.0,0.0
"(12, 69)",12,69,Phantom Lancer,Doom,0.3333333333333333,9,3.0,26.22222222222222,1.2222222222222223,1.0,0.2222222222222222,2.111111111111111,10.0,24.555555555555557,33202.88888888889,63.666666666666664,9.666666666666666,9.666666666666666,324.22222222222223,0.4444444444444444,132.33333333333334,0.7777777777777778,1.3333333333333333,0.2222222222222222,12.0,1.5555555555555556,0.0,39054.333333333336,37895.0,3992.5555555555557,2.888888888888889
"(12, 49)",12,49,Phantom Lancer,Dragon Knight,0.3333333333333333,6,2.0,20.5,0.5,1.0,0.0,2.3333333333333335,11.166666666666666,20.5,30741.0,46.666666666666664,9.833333333333334,10.0,346.6666666666667,0.5,115.33333333333333,0.6666666666666666,0.0,0.16666666666666666,6.5,1.0,0.3333333333333333,35416.666666666664,37223.166666666664,5185.166666666667,2.8333333333333335
"(12, 107)",12,107,Phantom Lancer,Earth Spirit,0.5,4,2.0,17.25,0.75,0.75,0.0,2.0,11.0,17.0,26894.5,493.75,12.5,12.5,212.5,0.0,94.0,0.5,3.75,1.0,10.5,0.0,1.0,27988.75,33408.75,2465.0,1.75
"(12, 7)",12,7,Phantom Lancer,Earthshaker,0.5,4,2.0,37.0,0.75,1.0,0.0,2.25,9.25,12.75,28514.75,0.0,11.25,11.0,236.5,0.0,128.0,1.0,1.0,0.25,10.5,0.75,1.25,32697.75,37437.0,3832.25,2.25
"(12, 103)",12,103,Phantom Lancer,Elder Titan,0.5,8,4.0,36.0,1.0,1.75,0.0,6.625,9.375,17.125,43636.375,1189.875,10.625,10.125,326.875,1.625,142.5,1.75,3.875,0.625,13.5,1.875,4.875,42061.375,44675.5,4373.875,2.5
"(12, 106)",12,106,Phantom Lancer,Ember Spirit,0.625,8,5.0,38.375,1.5,0.625,0.125,1.5,7.875,17.625,53756.0,171.0,16.0,15.0,476.875,1.5,191.375,1.375,0.25,0.5,16.375,1.375,0.25,51746.0,50379.125,5714.0,3.125
"(12, 58)",12,58,Phantom Lancer,Enchantress,0.5,4,2.0,31.5,1.5,0.0,0.0,0.0,7.0,25.5,37203.25,2562.5,17.25,17.0,317.0,0.0,137.25,2.25,0.5,0.5,9.25,0.75,0.0,37789.5,40481.25,6078.5,2.75
"(12, 33)",12,33,Phantom Lancer,Enigma,0.0,1,0.0,14.0,3.0,0.0,1.0,0.0,13.0,34.0,45452.0,0.0,16.0,16.0,568.0,0.0,113.0,2.0,0.0,0.0,11.0,3.0,2.0,53455.0,46851.0,3323.0,1.0
"(12, 72)",12,72,Phantom Lancer,Gyrocopter,1.0,1,1.0,15.0,1.0,1.0,0.0,3.0,3.0,38.0,21603.0,0.0,10.0,10.0,297.0,0.0,71.0,1.0,0.0,0.0,13.0,0.0,0.0,26898.0,25512.0,7124.0,5.0
"(12, 59)",12,59,Phantom Lancer,Huskar,1.0,1,1.0,31.0,0.0,0.0,0.0,0.0,7.0,39.0,31185.0,0.0,19.0,19.0,274.0,0.0,144.0,1.0,0.0,2.0,8.0,3.0,1.0,34762.0,38297.0,6197.0,4.0
"(12, 74)",12,74,Phantom Lancer,Invoker,0.6666666666666666,6,4.0,40.666666666666664,1.3333333333333333,0.5,0.0,1.6666666666666667,10.0,28.833333333333332,46693.0,661.0,14.0,14.0,419.3333333333333,0.0,152.83333333333334,0.6666666666666666,0.5,1.0,9.666666666666666,0.3333333333333333,0.0,45130.5,44027.5,7798.666666666667,4.0
"(12, 91)",12,91,Phantom Lancer,Io,0.75,4,3.0,42.75,1.75,2.25,0.0,5.5,12.0,9.25,42574.0,18166.25,14.0,14.0,291.0,1.0,168.0,1.75,3.75,1.0,10.5,1.0,1.0,43195.75,49407.5,5908.5,4.0
"(12, 64)",12,64,Phantom Lancer,Jakiro,0.6666666666666666,3,2.0,19.333333333333332,1.6666666666666667,0.6666666666666666,0.0,1.6666666666666667,9.666666666666666,16.333333333333332,36371.0,133.33333333333334,11.333333333333334,11.666666666666666,310.0,0.0,109.0,3.3333333333333335,7.333333333333333,0.6666666666666666,7.333333333333333,4.666666666666667,12.0,38284.666666666664,44982.0,2965.0,3.0
"(12, 23)",12,23,Phantom Lancer,Kunkka,0.4,5,2.0,35.6,0.8,1.0,0.2,2.0,7.0,24.0,32428.0,113.4,10.6,10.4,392.2,0.8,142.4,1.8,1.0,0.4,13.8,2.0,1.2,40316.2,43993.6,5634.8,2.8
"(12, 52)",12,52,Phantom Lancer,Leshrac,0.375,8,3.0,37.625,1.875,0.75,0.0,1.875,12.75,14.375,40739.25,239.875,10.875,11.0,367.75,0.375,143.75,2.25,2.625,1.125,15.25,2.75,5.125,42016.125,41973.625,5856.0,3.0
"(12, 54)",12,54,Phantom Lancer,Lifestealer,0.0,1,0.0,20.0,0.0,0.0,0.0,0.0,9.0,23.0,16029.0,721.0,6.0,6.0,217.0,0.0,98.0,0.0,1.0,0.0,3.0,0.0,0.0,20443.0,23440.0,332.0,0.0
"(12, 25)",12,25,Phantom Lancer,Lina,0.5454545454545454,11,6.0,35.27272727272727,0.7272727272727273,1.2727272727272727,0.2727272727272727,3.272727272727273,10.727272727272727,18.454545454545453,39841.36363636364,70.63636363636364,13.636363636363637,13.363636363636363,357.09090909090907,0.0,173.27272727272728,1.2727272727272727,1.8181818181818181,0.7272727272727273,9.818181818181818,1.4545454545454546,2.4545454545454546,40412.545454545456,43635.454545454544,6015.090909090909,3.272727272727273
"(12, 26)",12,26,Phantom Lancer,Lion,1.0,1,1.0,39.0,1.0,2.0,0.0,6.0,7.0,12.0,28682.0,0.0,15.0,15.0,211.0,4.0,140.0,3.0,8.0,1.0,9.0,8.0,16.0,35744.0,38036.0,5640.0,3.0
"(12, 97)",12,97,Phantom Lancer,Magnus,0.75,4,3.0,29.25,0.25,1.0,0.0,2.75,8.25,24.75,29981.0,0.0,12.0,12.0,289.75,0.0,140.5,0.75,0.0,0.5,7.5,1.5,0.0,35837.5,41157.75,7451.75,4.25
"(12, 9)",12,9,Phantom Lancer,Mirana,0.7272727272727273,11,8.0,44.18181818181818,1.2727272727272727,0.8181818181818182,0.2727272727272727,2.1818181818181817,7.818181818181818,20.454545454545453,54378.454545454544,121.0909090909091,18.181818181818183,17.181818181818183,435.6363636363636,0.6363636363636364,231.9090909090909,1.7272727272727273,0.18181818181818182,0.9090909090909091,13.363636363636363,2.0,0.6363636363636364,53080.36363636364,51830.09090909091,7746.454545454545,3.4545454545454546
"(12, 114)",12,114,Phantom Lancer,Monkey King,0.0,1,0.0,42.0,2.0,2.0,0.0,4.0,12.0,20.0,33134.0,0.0,6.0,6.0,281.0,0.0,177.0,0.0,1.0,0.0,9.0,2.0,0.0,32236.0,39630.0,59.0,0.0
"(12, 10)",12,10,Phantom Lancer,Morphling,0.0,2,0.0,35.5,1.0,0.0,0.5,0.0,11.0,42.0,44436.0,0.0,15.5,15.5,402.0,0.0,136.5,2.0,0.0,0.5,8.5,0.5,0.0,40187.5,43277.5,3641.5,4.0
"(12, 89)",12,89,Phantom Lancer,Naga Siren,0.42857142857142855,7,3.0,27.428571428571427,0.5714285714285714,1.0,0.14285714285714285,2.7142857142857144,7.428571428571429,11.142857142857142,26995.714285714286,1077.2857142857142,8.142857142857142,8.142857142857142,252.85714285714286,0.2857142857142857,115.42857142857143,2.142857142857143,2.7142857142857144,0.14285714285714285,9.285714285714286,1.5714285714285714,3.142857142857143,31444.571428571428,33809.28571428572,4722.0,1.8571428571428572
"(12, 53)",12,53,Phantom Lancer,Nature's Prophet,0.25,4,1.0,51.25,2.0,0.5,1.25,1.0,9.75,19.5,50466.75,0.0,15.5,15.25,475.75,1.75,236.5,0.5,0.25,0.75,16.25,0.75,0.5,53443.5,48953.0,10837.25,4.25
"(12, 36)",12,36,Phantom Lancer,Necrophos,0.3333333333333333,6,2.0,17.833333333333332,1.1666666666666667,1.1666666666666667,0.16666666666666666,3.1666666666666665,9.5,22.166666666666668,34545.0,4519.666666666667,13.666666666666666,13.666666666666666,374.1666666666667,0.0,129.0,0.5,0.3333333333333333,0.3333333333333333,8.0,0.6666666666666666,0.16666666666666666,37473.666666666664,40261.5,3901.5,2.5
"(12, 60)",12,60,Phantom Lancer,Night Stalker,0.4,5,2.0,19.0,0.6,0.6,0.0,1.2,7.6,20.2,27552.4,217.4,7.8,8.0,286.6,0.0,100.2,2.0,1.0,0.4,9.0,2.2,0.0,31856.0,33810.8,3016.6,2.8
"(12, 88)",12,88,Phantom Lancer,Nyx Assassin,0.3333333333333333,3,1.0,20.666666666666668,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,12.333333333333334,18.333333333333332,22754.333333333332,421.3333333333333,6.666666666666667,6.666666666666667,226.33333333333334,0.0,112.66666666666667,1.3333333333333333,2.3333333333333335,0.6666666666666666,9.666666666666666,0.3333333333333333,0.3333333333333333,33046.333333333336,33661.333333333336,4018.3333333333335,3.6666666666666665
"(12, 84)",12,84,Phantom Lancer,Ogre Magi,1.0,1,1.0,28.0,1.0,3.0,1.0,8.0,8.0,3.0,31833.0,520.0,11.0,11.0,194.0,0.0,185.0,4.0,17.0,1.0,13.0,3.0,5.0,44210.0,50218.0,3876.0,3.0
"(12, 57)",12,57,Phantom Lancer,Omniknight,0.5,2,1.0,38.0,2.0,0.5,0.0,1.0,7.0,32.5,42135.0,17703.5,13.5,13.5,451.0,3.0,156.0,3.5,0.0,0.0,12.5,3.0,0.0,56260.0,50171.0,6108.0,4.5
"(12, 111)",12,111,Phantom Lancer,Oracle,1.0,2,2.0,23.5,0.5,0.5,0.0,1.0,4.5,14.0,22581.5,11291.0,12.5,12.5,224.5,0.0,74.5,2.0,5.5,1.0,13.5,2.0,5.0,33742.5,33242.5,7855.0,4.5
"(12, 120)",12,120,Phantom Lancer,Pangolier,0.5,2,1.0,50.0,2.0,1.0,0.0,3.5,11.0,13.5,74690.0,4689.0,17.0,17.0,753.5,4.0,220.0,4.5,0.5,0.0,23.5,4.0,0.5,76026.0,71673.0,6091.5,3.5
"(12, 110)",12,110,Phantom Lancer,Phoenix,0.5,2,1.0,13.5,0.5,0.0,0.0,0.0,10.0,13.5,27694.5,8261.5,7.5,7.5,247.0,0.0,61.0,3.5,6.5,0.0,5.5,4.5,2.0,29715.5,33053.5,5810.0,3.0
"(12, 13)",12,13,Phantom Lancer,Puck,1.0,1,1.0,28.0,0.0,0.0,1.0,0.0,5.0,40.0,46116.0,200.0,21.0,22.0,396.0,0.0,112.0,3.0,0.0,1.0,22.0,3.0,0.0,43192.0,40545.0,9922.0,7.0
"(12, 45)",12,45,Phantom Lancer,Pugna,0.6666666666666666,6,4.0,36.166666666666664,1.0,1.1666666666666667,0.0,2.3333333333333335,10.666666666666666,20.333333333333332,42910.333333333336,215.5,14.5,14.0,335.8333333333333,0.3333333333333333,173.0,1.0,0.5,0.3333333333333333,9.666666666666666,1.0,0.5,39259.333333333336,41483.333333333336,8677.0,4.166666666666667
"(12, 39)",12,39,Phantom Lancer,Queen of Pain,0.5,4,2.0,15.5,0.5,0.25,0.0,0.5,5.5,34.75,26753.25,100.0,13.0,13.0,254.0,2.5,75.25,1.5,0.5,0.25,10.75,0.5,0.5,24876.75,25379.0,2941.25,2.25
"(12, 15)",12,15,Phantom Lancer,Razor,1.0,2,2.0,35.0,0.0,0.5,0.0,1.0,5.5,23.5,56563.0,50.0,21.0,21.0,463.5,0.0,209.0,1.0,0.0,2.0,17.0,2.5,0.0,55079.0,57338.5,15319.5,8.0
"(12, 32)",12,32,Phantom Lancer,Riki,0.0,1,0.0,51.0,0.0,0.0,0.0,0.0,7.0,51.0,22480.0,0.0,6.0,6.0,360.0,0.0,159.0,1.0,2.0,1.0,5.0,2.0,0.0,34521.0,40550.0,1244.0,1.0
"(12, 86)",12,86,Phantom Lancer,Rubick,0.42857142857142855,7,3.0,24.0,1.1428571428571428,1.7142857142857142,0.0,5.571428571428571,12.142857142857142,16.857142857142858,25992.285714285714,961.2857142857143,7.285714285714286,7.142857142857143,246.42857142857142,0.0,102.71428571428571,2.142857142857143,5.285714285714286,0.2857142857142857,8.571428571428571,2.4285714285714284,4.0,29568.0,33315.71428571428,1999.5714285714287,1.1428571428571428
"(12, 16)",12,16,Phantom Lancer,Sand King,0.6,5,3.0,26.6,1.0,0.8,0.0,1.6,8.8,17.4,35829.4,0.0,7.8,7.8,332.4,0.0,122.8,0.8,1.8,1.0,19.6,0.6,0.4,38681.4,43152.8,5291.4,2.6
"(12, 79)",12,79,Phantom Lancer,Shadow Demon,0.5,2,1.0,18.5,0.5,3.0,0.0,8.5,10.0,7.5,24741.5,0.0,8.0,8.5,230.5,0.0,109.0,3.5,10.5,0.0,6.0,2.5,7.0,31196.0,35264.5,3166.0,1.5
"(12, 27)",12,27,Phantom Lancer,Shadow Shaman,1.0,2,2.0,24.0,0.5,0.5,0.0,2.0,7.5,12.5,26604.0,384.0,12.0,12.5,245.5,0.0,117.5,0.5,3.5,0.0,9.0,2.0,5.5,33799.0,39903.0,6747.5,2.0
"(12, 75)",12,75,Phantom Lancer,Silencer,0.5,2,1.0,35.5,0.5,0.0,0.0,0.0,8.5,11.0,17208.0,812.5,5.0,5.0,187.0,0.0,140.5,5.0,9.5,0.0,9.5,4.0,9.0,28347.0,29643.5,2858.5,1.0
"(12, 101)",12,101,Phantom Lancer,Skywrath Mage,0.5714285714285714,7,4.0,22.142857142857142,1.4285714285714286,0.7142857142857143,0.0,2.5714285714285716,11.857142857142858,16.571428571428573,47479.0,32.142857142857146,13.571428571428571,13.571428571428571,307.0,0.5714285714285714,85.57142857142857,2.142857142857143,2.2857142857142856,0.5714285714285714,9.428571428571429,1.4285714285714286,1.7142857142857142,39126.71428571428,41097.142857142855,7221.428571428572,4.571428571428571
"(12, 71)",12,71,Phantom Lancer,Spirit Breaker,1.0,1,1.0,33.0,0.0,0.0,0.0,0.0,5.0,22.0,46450.0,645.0,19.0,19.0,310.0,0.0,113.0,2.0,0.0,1.0,11.0,1.0,0.0,36096.0,42754.0,3810.0,6.0
"(12, 17)",12,17,Phantom Lancer,Storm Spirit,0.3333333333333333,3,1.0,30.333333333333332,1.6666666666666667,0.3333333333333333,0.0,0.3333333333333333,10.666666666666666,16.0,35678.666666666664,33.333333333333336,14.0,14.0,380.6666666666667,0.6666666666666666,249.33333333333334,1.0,0.0,0.3333333333333333,10.333333333333334,0.0,0.0,43427.0,47417.666666666664,3763.6666666666665,1.3333333333333333
"(12, 46)",12,46,Phantom Lancer,Templar Assassin,0.0,1,0.0,134.0,5.0,5.0,0.0,12.0,16.0,34.0,86485.0,0.0,34.0,34.0,825.0,0.0,438.0,5.0,0.0,3.0,26.0,5.0,0.0,97245.0,107173.0,16172.0,6.0
"(12, 29)",12,29,Phantom Lancer,Tidehunter,0.0,1,0.0,3.0,2.0,0.0,0.0,0.0,9.0,25.0,21106.0,0.0,7.0,7.0,178.0,1.0,37.0,0.0,0.0,0.0,3.0,0.0,0.0,15345.0,15284.0,0.0,0.0
"(12, 19)",12,19,Phantom Lancer,Tiny,0.6,5,3.0,23.6,1.0,0.6,0.0,1.6,10.4,26.6,28410.8,255.2,8.8,8.6,323.6,0.0,139.8,1.4,1.8,0.4,11.0,1.0,1.4,34085.4,35539.8,4905.6,2.8
"(12, 83)",12,83,Phantom Lancer,Treant Protector,0.0,1,0.0,10.0,0.0,0.0,0.0,0.0,9.0,10.0,10028.0,2110.0,3.0,3.0,251.0,0.0,51.0,2.0,7.0,0.0,2.0,5.0,1.0,22559.0,23110.0,471.0,1.0
"(12, 100)",12,100,Phantom Lancer,Tusk,0.8,5,4.0,35.6,1.4,1.6,0.0,4.8,9.4,17.2,36086.8,1498.6,12.0,12.0,348.0,1.2,119.2,3.6,4.2,0.6,10.8,3.6,1.0,45851.0,45802.8,6917.4,3.6
"(12, 108)",12,108,Phantom Lancer,Underlord,0.6,5,3.0,36.4,1.8,1.0,0.0,2.0,9.8,26.0,36765.2,1653.2,11.6,11.6,499.4,0.8,158.0,1.6,0.2,1.4,12.8,1.8,0.0,49258.6,51666.6,6261.8,3.4
"(12, 85)",12,85,Phantom Lancer,Undying,0.5,2,1.0,26.5,0.5,1.5,0.5,3.5,11.5,12.5,19515.0,1788.5,8.5,8.5,259.5,0.0,113.0,0.5,10.0,0.0,8.0,1.5,2.5,31632.0,36931.5,3283.5,3.0
"(12, 70)",12,70,Phantom Lancer,Ursa,0.5,2,1.0,31.0,1.0,0.5,0.5,1.5,10.5,17.0,32734.5,162.5,15.0,15.0,401.5,0.0,156.0,3.0,1.5,1.5,13.5,1.5,0.5,45572.0,46619.5,8446.0,5.0
"(12, 20)",12,20,Phantom Lancer,Vengeful Spirit,0.2,5,1.0,29.2,1.8,0.8,0.2,1.6,14.0,18.6,23772.2,0.0,6.0,6.2,201.6,0.0,109.4,3.2,4.8,0.2,6.6,4.4,5.0,26197.2,31122.2,1506.4,1.2
"(12, 40)",12,40,Phantom Lancer,Venomancer,0.75,4,3.0,24.0,0.0,1.5,0.0,2.25,6.0,22.0,33138.75,915.75,9.0,9.0,249.25,0.0,143.0,0.75,0.25,0.25,5.25,0.5,0.0,29881.75,29727.25,4567.75,2.75
"(12, 92)",12,92,Phantom Lancer,Visage,0.6666666666666666,3,2.0,40.0,0.6666666666666666,0.6666666666666666,0.0,1.6666666666666667,7.0,23.666666666666668,30165.0,0.0,13.0,13.333333333333334,267.6666666666667,0.0,174.0,0.6666666666666666,0.0,0.3333333333333333,13.0,1.0,0.0,34437.333333333336,34068.333333333336,8515.666666666666,3.6666666666666665
"(12, 37)",12,37,Phantom Lancer,Warlock,0.3333333333333333,3,1.0,57.0,1.6666666666666667,0.6666666666666666,0.0,1.6666666666666667,9.333333333333334,14.0,38822.0,6522.0,12.666666666666666,12.333333333333334,336.3333333333333,0.0,155.66666666666666,3.3333333333333335,13.666666666666666,0.3333333333333333,12.0,5.333333333333333,7.666666666666667,43987.0,48334.666666666664,4720.666666666667,3.0
"(12, 63)",12,63,Phantom Lancer,Weaver,1.0,1,1.0,40.0,0.0,2.0,1.0,5.0,4.0,19.0,34324.0,0.0,13.0,12.0,437.0,0.0,183.0,0.0,0.0,0.0,12.0,0.0,0.0,46109.0,54053.0,10074.0,5.0
"(12, 21)",12,21,Phantom Lancer,Windranger,0.5,10,5.0,34.0,0.9,0.9,0.1,2.1,9.8,18.7,33027.1,37.8,12.1,12.0,294.4,0.0,130.0,1.8,2.3,0.5,9.8,1.9,3.5,35295.4,36585.5,5618.5,3.2
"(12, 112)",12,112,Phantom Lancer,Winter Wyvern,0.75,4,3.0,31.25,0.75,0.5,0.75,1.25,11.5,17.25,42409.25,4574.5,16.25,16.25,352.5,0.0,123.25,2.25,1.0,0.75,6.25,1.0,3.5,45709.5,49143.5,7868.0,3.25
"(12, 30)",12,30,Phantom Lancer,Witch Doctor,1.0,3,3.0,22.333333333333332,2.0,2.0,0.0,8.333333333333334,10.333333333333334,17.0,34395.0,6894.666666666667,11.0,11.0,275.0,0.0,58.666666666666664,5.0,8.0,0.3333333333333333,13.666666666666666,1.0,8.333333333333334,39864.333333333336,39864.666666666664,6361.0,2.6666666666666665
"(12, 42)",12,42,Phantom Lancer,Wraith King,0.6666666666666666,3,2.0,37.666666666666664,1.0,1.3333333333333333,0.3333333333333333,3.6666666666666665,8.666666666666666,16.0,30504.333333333332,6707.333333333333,9.666666666666666,9.666666666666666,261.0,0.0,178.0,0.6666666666666666,2.0,0.3333333333333333,8.0,1.0,0.0,36339.666666666664,40824.666666666664,4162.333333333333,2.3333333333333335
