combi,hero1_id,hero2_id,hero1_name,hero2_name,matches_won_perc,num_matches_picked,num_matches_won,ancient_kills,buyback_count,camps_stacked,courier_kills,creeps_stacked,deaths,denies,hero_damage,hero_healing,hero_kills,kills,lane_kills,necronomicon_kills,neutral_kills,observer_kills,observer_uses,roshan_kills,rune_pickups,sentry_kills,sentry_uses,total_gold,total_xp,tower_damage,tower_kills
"(103, 36)",103,36,Elder Titan,Necrophos,1.0,1,1.0,0.0,2.0,2.0,0.0,9.0,9.0,16.0,18271.0,2880.0,2.0,2.0,168.0,0.0,33.0,0.0,5.0,0.0,7.0,0.0,1.0,20498.0,23961.0,507.0,0.0
"(103, 60)",103,60,Elder Titan,Night Stalker,1.0,2,2.0,5.0,0.0,3.0,0.0,8.0,4.5,12.5,24887.5,891.0,7.0,7.0,129.5,0.0,47.0,1.0,1.5,0.0,12.0,0.5,3.0,24300.5,31256.5,1156.0,1.0
"(103, 88)",103,88,Elder Titan,Nyx Assassin,1.0,2,2.0,0.5,0.5,6.0,1.0,25.0,6.5,16.0,27075.5,330.0,9.0,9.0,159.5,0.0,22.0,1.0,2.0,0.0,26.5,0.5,4.0,28015.0,32283.5,1603.5,0.5
"(103, 111)",103,111,Elder Titan,Oracle,1.0,2,2.0,0.0,0.0,1.5,0.0,4.5,6.5,2.5,23594.0,9099.5,8.0,8.0,64.5,0.0,10.5,4.0,9.0,0.0,21.0,0.5,3.0,21288.5,27178.5,349.5,0.0
"(103, 76)",103,76,Elder Titan,Outworld Devourer,0.0,4,0.0,0.5,1.5,2.0,0.0,6.0,10.75,19.5,32659.5,656.5,6.75,6.75,301.75,0.25,66.75,0.75,4.0,0.25,13.0,1.25,1.0,30251.75,34125.75,1361.25,0.75
"(103, 44)",103,44,Elder Titan,Phantom Assassin,0.5,2,1.0,42.0,0.5,0.0,0.0,0.0,12.5,21.5,42576.0,162.5,9.5,9.0,358.5,0.0,138.0,2.5,1.0,0.5,9.0,5.5,5.0,44186.0,50413.5,1616.0,1.5
"(103, 13)",103,13,Elder Titan,Puck,0.6666666666666666,3,2.0,0.0,0.0,3.0,0.3333333333333333,8.666666666666666,8.333333333333334,15.0,37817.333333333336,692.6666666666666,9.0,9.333333333333334,235.33333333333334,0.0,27.0,1.0,2.0,0.3333333333333333,15.333333333333334,1.0,1.6666666666666667,29754.333333333332,33759.0,1126.6666666666667,0.6666666666666666
"(103, 45)",103,45,Elder Titan,Pugna,0.5,4,2.0,4.0,0.75,2.0,0.0,7.5,12.0,10.0,40635.5,4040.0,8.0,8.0,266.0,0.0,37.0,2.5,2.0,0.5,13.75,2.25,2.25,33591.75,41705.25,5459.75,2.5
"(103, 15)",103,15,Elder Titan,Razor,0.0,3,0.0,2.3333333333333335,0.6666666666666666,1.0,0.0,4.333333333333333,14.333333333333334,22.666666666666668,29642.666666666668,186.66666666666666,10.0,10.0,222.0,1.0,51.0,2.3333333333333335,1.6666666666666667,0.0,5.666666666666667,1.6666666666666667,5.333333333333333,26436.0,29069.0,784.0,0.6666666666666666
"(103, 86)",103,86,Elder Titan,Rubick,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,19371.0,80.0,6.0,6.0,148.0,0.0,13.0,3.0,7.0,0.0,11.0,1.0,4.0,17247.0,19636.0,0.0,0.0
"(103, 16)",103,16,Elder Titan,Sand King,0.0,2,0.0,0.0,0.5,2.0,0.0,6.0,10.5,7.5,13011.0,280.0,3.0,3.0,140.5,0.0,22.0,0.0,3.5,0.0,11.5,0.5,1.5,15716.5,18626.0,151.0,0.0
"(103, 79)",103,79,Elder Titan,Shadow Demon,0.25,4,1.0,2.0,2.0,4.0,0.0,12.0,12.0,9.5,18776.25,665.0,5.75,5.75,114.75,0.0,20.5,3.25,8.0,0.0,9.5,2.25,12.0,22003.5,28674.5,263.75,0.75
"(103, 11)",103,11,Elder Titan,Shadow Fiend,1.0,1,1.0,42.0,0.0,9.0,0.0,38.0,6.0,19.0,39647.0,0.0,10.0,10.0,399.0,0.0,173.0,1.0,1.0,1.0,26.0,1.0,2.0,47181.0,49721.0,12039.0,5.0
"(103, 101)",103,101,Elder Titan,Skywrath Mage,0.5,2,1.0,0.0,0.0,1.0,0.0,3.0,8.0,11.5,25428.0,0.0,8.5,8.5,111.5,0.0,13.5,1.0,7.0,0.0,7.0,0.0,2.5,17126.0,21235.5,256.0,0.0
"(103, 17)",103,17,Elder Titan,Storm Spirit,1.0,2,2.0,8.5,0.0,1.0,0.0,3.0,4.5,13.0,35019.5,841.0,12.5,12.5,224.0,2.5,151.0,1.0,3.0,0.0,17.0,0.5,2.0,33702.0,44219.5,2062.5,1.0
"(103, 46)",103,46,Elder Titan,Templar Assassin,1.0,2,2.0,36.0,0.0,4.5,0.0,14.0,5.0,24.0,36075.0,0.0,15.0,15.0,294.5,0.0,104.5,1.0,4.5,1.0,11.0,3.0,3.0,35948.5,42252.0,4028.5,2.0
"(103, 109)",103,109,Elder Titan,Terrorblade,0.0,1,0.0,42.0,1.0,0.0,0.0,0.0,9.0,30.0,43587.0,1448.0,8.0,9.0,657.0,0.0,174.0,5.0,2.0,2.0,9.0,3.0,0.0,57179.0,50046.0,3286.0,2.0
"(103, 29)",103,29,Elder Titan,Tidehunter,0.0,1,0.0,4.0,0.0,1.0,0.0,3.0,9.0,12.0,28071.0,1448.0,1.0,1.0,362.0,0.0,58.0,3.0,2.0,0.0,11.0,2.0,0.0,35336.0,43520.0,308.0,0.0
"(103, 34)",103,34,Elder Titan,Tinker,0.0,1,0.0,1.0,2.0,2.0,0.0,5.0,12.0,30.0,41408.0,1089.0,9.0,9.0,363.0,0.0,115.0,1.0,0.0,0.0,11.0,0.0,1.0,32092.0,29699.0,78.0,1.0
"(103, 19)",103,19,Elder Titan,Tiny,0.3333333333333333,3,1.0,9.666666666666666,1.3333333333333333,6.333333333333333,0.3333333333333333,21.0,6.0,10.333333333333334,41364.333333333336,745.0,14.666666666666666,14.666666666666666,346.0,0.0,73.66666666666667,3.0,1.6666666666666667,0.3333333333333333,13.666666666666666,2.0,2.6666666666666665,39237.0,45537.666666666664,2270.0,1.3333333333333333
"(103, 95)",103,95,Elder Titan,Troll Warlord,0.0,2,0.0,24.0,0.5,1.0,0.0,2.5,9.5,18.0,26173.5,670.5,4.0,4.0,214.0,0.0,83.5,0.5,3.0,0.0,8.5,0.5,3.5,23787.0,26141.5,1576.5,2.0
"(103, 108)",103,108,Elder Titan,Underlord,0.25,4,1.0,0.75,2.25,4.25,0.0,11.25,12.5,11.25,34202.5,3700.0,4.5,4.5,292.25,0.75,45.25,1.75,2.5,0.25,6.25,2.5,2.0,33252.25,41267.5,909.75,0.75
"(103, 20)",103,20,Elder Titan,Vengeful Spirit,1.0,1,1.0,8.0,2.0,3.0,0.0,6.0,14.0,11.0,51572.0,4725.0,10.0,10.0,181.0,0.0,69.0,1.0,2.0,0.0,12.0,4.0,20.0,38069.0,47862.0,50.0,0.0
"(103, 40)",103,40,Elder Titan,Venomancer,0.5,2,1.0,0.0,0.5,2.0,0.0,4.5,7.0,9.5,18515.5,0.0,6.5,5.5,113.5,0.0,25.0,0.5,3.0,0.0,4.5,0.5,2.5,14036.5,13432.0,884.5,0.5
"(103, 92)",103,92,Elder Titan,Visage,0.0,1,0.0,6.0,0.0,1.0,0.0,2.0,8.0,10.0,12702.0,0.0,2.0,2.0,101.0,3.0,33.0,1.0,2.0,0.0,2.0,0.0,1.0,12127.0,15929.0,1267.0,1.0
"(103, 37)",103,37,Elder Titan,Warlock,0.0,2,0.0,1.0,0.5,3.0,0.0,7.5,10.5,5.0,25226.5,3817.5,2.5,2.5,58.5,2.0,13.0,1.0,10.0,0.0,7.0,1.5,7.5,16392.0,22019.5,72.5,0.0
"(103, 21)",103,21,Elder Titan,Windranger,0.0,2,0.0,1.5,2.5,2.0,0.0,5.0,16.5,10.0,36316.5,105.5,6.0,6.0,258.5,0.0,52.5,4.0,5.0,0.0,15.5,3.0,2.5,33156.5,37823.5,935.5,1.0
"(103, 22)",103,22,Elder Titan,Zeus,1.0,1,1.0,8.0,3.0,4.0,0.0,10.0,13.0,6.0,63301.0,385.0,11.0,11.0,273.0,0.0,83.0,0.0,3.0,1.0,18.0,3.0,1.0,42202.0,56509.0,187.0,0.0
"(106, 1)",106,1,Ember Spirit,Anti-Mage,1.0,1,1.0,15.0,0.0,1.0,0.0,1.0,2.0,31.0,19885.0,0.0,6.0,6.0,252.0,0.0,105.0,2.0,0.0,1.0,10.0,1.0,0.0,24586.0,25088.0,3419.0,2.0
"(106, 113)",106,113,Ember Spirit,Arc Warden,0.0,1,0.0,3.0,2.0,1.0,0.0,1.0,12.0,21.0,33816.0,16.0,5.0,5.0,286.0,3.0,59.0,1.0,0.0,0.0,8.0,0.0,0.0,24831.0,24412.0,1093.0,1.0
"(106, 2)",106,2,Ember Spirit,Axe,0.3333333333333333,3,1.0,19.666666666666668,1.3333333333333333,4.0,0.0,13.666666666666666,10.666666666666666,19.0,37459.333333333336,33.333333333333336,13.0,13.0,285.3333333333333,2.0,108.33333333333333,0.6666666666666666,0.0,0.0,9.666666666666666,0.3333333333333333,0.0,32018.333333333332,35806.666666666664,1166.6666666666667,1.3333333333333333
"(106, 3)",106,3,Ember Spirit,Bane,0.8,5,4.0,2.2,1.4,2.0,0.0,7.4,12.8,10.4,31924.0,129.0,10.6,11.0,191.4,2.4,62.6,2.4,8.0,0.2,12.2,1.8,5.8,28903.6,33862.4,1386.2,0.6
"(106, 65)",106,65,Ember Spirit,Batrider,0.5,4,2.0,2.0,1.5,4.0,0.0,16.75,9.5,16.75,44026.0,144.0,14.5,14.5,291.5,1.5,94.25,1.75,0.0,0.5,19.75,1.0,0.0,35270.5,42630.75,1409.5,1.25
"(106, 38)",106,38,Ember Spirit,Beastmaster,0.6,10,6.0,3.4,0.8,0.5,0.0,1.5,8.0,18.7,34086.3,138.8,11.9,11.9,274.2,0.3,72.8,1.8,0.3,0.2,11.4,1.3,0.2,30243.8,33992.0,4503.7,3.3
"(106, 4)",106,4,Ember Spirit,Bloodseeker,0.3333333333333333,3,1.0,23.0,1.3333333333333333,2.0,0.0,4.0,9.666666666666666,27.0,42722.333333333336,2429.3333333333335,12.666666666666666,13.0,434.0,0.0,176.33333333333334,2.6666666666666665,0.6666666666666666,0.6666666666666666,10.333333333333334,0.6666666666666666,0.0,46710.666666666664,53034.0,2259.3333333333335,1.3333333333333333
"(106, 62)",106,62,Ember Spirit,Bounty Hunter,1.0,1,1.0,10.0,1.0,3.0,1.0,5.0,20.0,8.0,41450.0,321.0,17.0,17.0,313.0,0.0,99.0,3.0,5.0,0.0,21.0,5.0,1.0,46701.0,50718.0,833.0,1.0
"(106, 78)",106,78,Ember Spirit,Brewmaster,0.6666666666666666,9,6.0,10.333333333333334,0.7777777777777778,0.7777777777777778,0.0,2.0,8.0,20.88888888888889,40135.77777777778,575.7777777777778,16.77777777777778,16.77777777777778,306.77777777777777,1.7777777777777777,106.66666666666667,0.6666666666666666,0.2222222222222222,0.2222222222222222,13.11111111111111,0.4444444444444444,0.2222222222222222,36588.444444444445,42314.11111111111,3291.0,1.4444444444444444
"(106, 99)",106,99,Ember Spirit,Bristleback,1.0,1,1.0,63.0,2.0,2.0,1.0,15.0,4.0,26.0,60288.0,0.0,23.0,23.0,694.0,0.0,158.0,1.0,1.0,3.0,22.0,0.0,0.0,68537.0,66270.0,13983.0,8.0
"(106, 61)",106,61,Ember Spirit,Broodmother,1.0,1,1.0,41.0,1.0,1.0,0.0,2.0,2.0,26.0,31838.0,180.0,24.0,24.0,272.0,0.0,151.0,0.0,0.0,0.0,6.0,0.0,0.0,36650.0,45163.0,11592.0,3.0
