end,last_death,match_id,start
1483,1468,3966581710,1445
2775,2760,3966581710,2732
397,382,3973246064,354
863,848,3973246064,806
1299,1284,3973246064,1259
2495,2480,3973246064,2445
561,546,4063563567,510
844,829,4063563567,803
1188,1173,4063563567,1149
2162,2147,4063563567,2123
1381,1366,4063601628,1329
1635,1620,4063601628,1594
1905,1890,4063601628,1861
2143,2128,4063601628,2083
2258,2243,4063601628,2217
538,523,4064949771,475
729,714,4064949771,684
1078,1063,4064949771,1027
1150,1135,4064949771,1110
1569,1554,4064949771,1520
1660,1645,4064949771,1627
936,921,4065129977,895
1330,1315,4065129977,1286
1462,1447,4065129977,1407
1707,1692,4065129977,1651
2018,2003,4065129977,1982
2140,2125,4065129977,2097
622,607,4066499119,578
1008,993,4066499119,966
1387,1372,4066499119,1348
1640,1625,4066499119,1592
1983,1968,4066499119,1943
440,425,4066598139,402
995,980,4066598139,953
1096,1081,4066598139,1040
1217,1202,4066598139,1171
1367,1352,4066598139,1330
1538,1523,4066598139,1488
647,632,4066688247,606
940,925,4066688247,896
1044,1029,4066688247,1001
1139,1124,4066688247,1095
1229,1214,4066688247,1181
1260,1245,4066688247,1224
1448,1433,3971673262,1411
1533,1518,3971673262,1500
1652,1637,3971673262,1573
1939,1924,3971673262,1897
855,840,4063646692,812
1110,1095,4063646692,1061
1407,1392,4063646692,1356
2121,2106,4063646692,2075
2188,2173,4063646692,2150
469,454,3963695407,427
797,782,3963695407,736
976,961,3963695407,925
1278,1263,3963695407,1225
1347,1332,3963695407,1309
1431,1416,3963695407,1381
1065,1050,3967424462,1021
1898,1883,3967424462,1829
2332,2317,3967424462,2279
374,359,3970420652,320
1075,1060,3970420652,1032
1244,1229,3970420652,1185
1337,1322,3970420652,1294
1663,1648,3970420652,1602
743,728,3970663686,687
977,962,3970663686,916
1120,1105,3970663686,1072
1654,1639,3970663686,1617
2194,2179,3970663686,2157
435,420,3971903975,399
982,967,3971903975,941
1229,1214,3971903975,1191
1326,1311,3971903975,1285
1459,1444,3971903975,1414
1617,1602,3971903975,1575
850,835,4065042825,812
1232,1217,4065042825,1194
1730,1715,4065042825,1694
2277,2262,4065042825,2244
625,610,3965513793,587
1137,1122,3965513793,1090
1396,1381,3965513793,1353
1684,1669,3965513793,1640
1784,1769,3965513793,1747
1880,1865,3965513793,1844
1944,1929,3965513793,1913
319,304,3966401120,279
508,493,3966401120,468
780,765,3966401120,730
997,982,3966401120,955
1888,1873,3966401120,1840
807,792,3961553272,760
900,885,3961553272,849
1010,995,3961553272,967
1195,1180,3961553272,1136
1351,1336,3961553272,1309
1436,1421,3961553272,1391
1587,1572,3961553272,1546
572,557,4070556816,501
800,785,4070556816,758
1523,1508,4070556816,1455
1678,1663,4070556816,1617
689,674,3961040985,650
975,960,3961040985,929
1065,1050,3961040985,1022
1193,1178,3961040985,1144
1283,1268,3961040985,1248
1665,1650,3961040985,1616
1812,1797,3961040985,1772
517,502,4076431752,474
627,612,4076431752,593
916,901,4076431752,871
1993,1978,4076431752,1955
2013,1998,4076431752,1979
1483,1468,3966957407,1439
1655,1640,3966957407,1618
693,678,3973105146,650
1298,1283,3973105146,1263
1342,1327,3973105146,1308
1391,1376,3973105146,1339
419,404,4062143387,372
699,684,4062143387,646
1001,986,4062143387,948
1213,1198,4062143387,1148
1740,1725,4062143387,1700
1928,1913,4062143387,1879
625,610,3971976818,587
679,664,3971976818,639
848,833,3971976818,803
1654,1639,3971976818,1618
1916,1901,3971976818,1883
2445,2430,3971976818,2406
660,645,3962997393,628
814,799,3962997393,775
1443,1428,3962997393,1396
1750,1735,3962997393,1704
1948,1933,3962997393,1906
2019,2004,3962997393,1983
345,330,4063481435,295
787,772,4063481435,749
950,935,4063481435,909
1022,1007,4063481435,987
1641,1626,4063481435,1607
129,114,4063225719,91
864,849,4063225719,821
1215,1200,4063225719,1166
1539,1524,4063225719,1489
835,820,4063131437,799
1656,1641,4063131437,1604
1919,1904,4063131437,1884
1289,1274,3965884494,1246
2358,2343,3965884494,2327
2389,2374,3965884494,2346
1600,1585,4065016209,1562
2047,2032,4065016209,2002
2324,2309,4065016209,2282
2433,2418,4065016209,2382
819,804,4065017593,762
972,957,4065017593,928
1384,1369,4065017593,1336
487,472,4062034566,452
614,599,4062034566,582
701,686,4062034566,638
935,920,4062034566,893
1264,1249,4062034566,1228
614,599,4061848287,567
830,815,4061848287,797
2071,2056,4061848287,2015
300,285,3966313873,262
361,346,3966313873,316
505,490,3966313873,449
632,617,3966313873,591
923,908,3966313873,882
647,632,4066517897,591
931,916,4066517897,896
1105,1090,4066517897,1062
1370,1355,4066517897,1326
1556,1541,4066517897,1523
422,407,4070423361,380
1742,1727,4070423361,1694
1794,1779,4070423361,1751
1118,1103,3966626627,1069
1680,1665,3966626627,1645
2289,2274,3966626627,2244
2613,2598,3966626627,2576
378,363,4063527110,313
1358,1343,4063527110,1324
1855,1840,4063527110,1803
2053,2038,4063527110,1991
952,937,4074440208,905
1395,1380,4074440208,1359
1490,1475,4074440208,1449
1552,1537,4074440208,1507
1928,1913,4074440208,1878
343,328,4074639753,301
777,762,4074639753,741
1006,991,4074639753,955
1498,1483,4074639753,1449
461,446,3969605634,428
1313,1298,3969605634,1253
1696,1681,3969605634,1656
748,733,3964501224,700
1333,1318,3964501224,1290
2606,2591,3964501224,2557
1367,1352,3972522707,1325
1576,1561,3972522707,1531
1670,1655,3972522707,1631
786,771,3967891613,737
1076,1061,3967891613,1041
1338,1323,3967891613,1301
878,863,3966226885,831
1197,1182,3966226885,1156
1488,1473,3966226885,1449
1571,1556,3966226885,1521
1164,1149,4061694810,1127
1316,1301,4061694810,1269
1518,1503,4061694810,1478
1691,1676,4061694810,1640
2088,2073,4061694810,2033
2455,2440,4061694810,2424
2494,2479,4061694810,2442
881,866,4061742840,845
1403,1388,4061742840,1338
1591,1576,4061742840,1535
1745,1730,4061742840,1698
720,705,4072586507,669
981,966,4072586507,925
1534,1519,4072586507,1486
486,471,3967364495,435
841,826,3967364495,798
1186,1171,3967364495,1138
472,457,3967501317,426
771,756,3967501317,722
962,947,3967501317,924
1779,1764,3967501317,1721
280,265,3971856001,231
327,312,3971856001,277
969,954,3971856001,915
1126,1111,3971856001,1083
1463,1448,3971856001,1427
964,949,3971263389,927
1447,1432,3971263389,1411
1558,1543,3971263389,1494
1689,1674,3971263389,1646
1910,1895,3971263389,1859
654,639,4063222284,604
771,756,4063222284,721
1906,1891,4063222284,1833
472,457,3970990054,431
1061,1046,3970990054,1020
1164,1149,3970990054,1114
1246,1231,3970990054,1197
414,399,4074255285,369
519,504,4074255285,481
1508,1493,4074255285,1456
1606,1591,4074255285,1562
722,707,4063202564,682
1183,1168,4063202564,1146
1482,1467,4063202564,1441
1613,1598,4063202564,1577
1729,1714,4063202564,1685
1115,1100,4065077879,1067
1253,1238,4065077879,1199
1421,1406,4065077879,1383
1970,1955,4065077879,1924
2227,2212,4065077879,2186
358,343,3968238268,315
1591,1576,3968238268,1542
639,624,3963141136,603
779,764,3963141136,742
1330,1315,3963141136,1287
1693,1678,3963141136,1642
2536,2521,3963141136,2492
652,637,4067035268,600
908,893,4067035268,871
1063,1048,4067035268,1022
1176,1161,4067035268,1136
1220,1205,4067035268,1175
2519,2504,4067035268,2458
752,737,3969382823,709
899,884,3969382823,842
1080,1065,3969382823,1031
471,456,3963951879,436
731,716,3963951879,685
1176,1161,3963951879,1143
1499,1484,3963951879,1457
1173,1158,4065175507,1136
1259,1244,4065175507,1214
241,226,4062142402,200
1065,1050,4062142402,1025
1149,1134,4062142402,1094
1337,1322,4062142402,1296
1801,1786,4062142402,1748
1556,1541,3969496101,1512
1654,1639,3969496101,1595
1841,1826,3969496101,1779
411,396,4061921764,372
517,502,4061921764,459
845,830,4061921764,803
941,926,4061921764,894
1484,1469,4061921764,1439
1920,1905,4061921764,1879
350,335,4064993264,309
679,664,4064993264,635
1318,1303,4064993264,1265
545,530,3965452132,474
774,759,3965452132,738
1547,1532,3965452132,1495
711,696,4070356125,670
1000,985,4070356125,956
1238,1223,4070356125,1196
1453,1438,4070356125,1404
1613,1598,4070356125,1574
1730,1715,4070356125,1684
723,708,3966484283,690
1094,1079,3966484283,1051
1166,1151,3966484283,1121
1481,1466,3966484283,1445
1666,1651,3966484283,1620
892,877,3966866578,846
1012,997,3966866578,969
1121,1106,3966866578,1079
1306,1291,3966866578,1261
1435,1420,3966866578,1390
633,618,3963766315,577
894,879,3963766315,853
1074,1059,3963766315,1041
1171,1156,3963766315,1132
1241,1226,3963766315,1208
797,782,3963082795,760
1722,1707,3963082795,1684
1835,1820,3963082795,1799
2147,2132,3963082795,2106
426,411,3967207226,378
770,755,3967207226,719
1332,1317,3967207226,1299
1458,1443,3967207226,1393
591,576,3970041014,555
709,694,3970041014,678
807,792,3970041014,768
949,934,3970041014,915
1079,1064,3970041014,1043
214,199,4064796732,173
397,382,4064796732,344
715,700,4064796732,680
302,287,4063518923,257
1311,1296,4063518923,1271
1457,1442,4063518923,1402
1538,1523,4063518923,1501
467,452,3967645548,432
651,636,3967645548,603
814,799,3967645548,777
1230,1215,3967645548,1191
688,673,4062017242,652
754,739,4062017242,711
915,900,4062017242,862
984,969,4062017242,930
1382,1367,4062017242,1349
323,308,4062103539,272
519,504,4062103539,464
943,928,4062103539,903
1503,1488,4062103539,1467
1093,1078,3964420417,1040
1953,1938,3964420417,1920
2184,2169,3964420417,2144
874,859,3963833718,840
1975,1960,3963833718,1933
999,984,4076043995,961
1169,1154,4076043995,1123
1457,1442,4076043995,1411
681,666,3967562562,645
925,910,3967562562,888
1335,1320,3969357638,1298
1387,1372,3969357638,1342
1474,1459,3969357638,1434
1783,1768,3969357638,1747
638,623,3971176821,578
1190,1175,3971176821,1137
1430,1415,3971176821,1392
520,505,4064721264,483
753,738,4064721264,700
1231,1216,4064721264,1195
1095,1080,4065124105,1057
1431,1416,4065124105,1376
414,399,4065268827,365
568,553,4065268827,529
767,752,4065268827,721
834,819,4065268827,784
617,602,3962092993,577
1930,1915,3962092993,1876
359,344,4067049273,321
1201,1186,4067049273,1166
1409,1394,4067049273,1363
1631,1616,4067049273,1581
840,825,4076257095,802
1587,1572,4076257095,1543
1643,1628,4076257095,1589
1974,1959,4076257095,1915
658,643,3961219376,618
719,704,3961219376,675
822,807,3961219376,774
877,862,3964610577,832
1175,1160,3964610577,1139
1280,1265,3964610577,1230
1433,1418,3964610577,1385
1599,1584,3964610577,1558
3307,3292,3960936028,3270
775,760,3970454002,728
1193,1178,3970454002,1143
1504,1489,3970454002,1459
1599,1584,3970454002,1558
1234,1219,3971411606,1172
1454,1439,3971411606,1414
1647,1632,3971411606,1602
1396,1381,3967996227,1359
1428,1413,3967996227,1392
817,802,3961102532,772
1054,1039,3961102532,1007
182,167,3963261456,148
1252,1237,3963261456,1205
1642,1627,3963261456,1604
1872,1857,3963261456,1817
866,851,4064970428,822
975,960,4064970428,938
1063,1048,4064970428,1023
331,316,4063490254,284
1296,1281,4063490254,1233
678,663,3966654369,630
832,817,3966654369,798
328,313,3968863152,288
1950,1935,3968863152,1898
828,813,3968470278,788
1713,1698,3968470278,1666
1944,1929,3968470278,1904
595,580,3966036899,564
887,872,3966036899,840
1463,1448,3966036899,1431
1750,1735,3966036899,1699
858,843,3967679468,822
1385,1370,3966411393,1347
686,671,4064939549,639
770,755,4064939549,735
864,849,4064939549,828
1008,993,4064939549,953
1169,1154,3960963962,1131
662,647,3971717222,616
901,886,3971717222,857
1063,1048,3967493885,1025
1300,1285,3967493885,1251
860,845,4061804100,813
1223,1208,4061804100,1179
1421,1406,4061804100,1380
1916,1901,4061804100,1873
508,493,3967535610,470
872,857,3967535610,837
1183,1168,3967535610,1145
1611,1596,3967535610,1560
257,242,4064812973,213
376,361,4064812973,328
908,893,4064812973,839
868,853,4061880066,819
1068,1053,4061880066,1022
1103,1088,4061880066,1055
809,794,3965854761,759
1122,1107,3965854761,1054
1112,1097,3973211743,1078
999,984,3966570394,961
437,422,3971552773,388
548,533,3971552773,496
1086,1071,3971552773,1049
803,788,3963365795,756
456,441,3971089692,417
720,705,3962137083,684
650,635,3936038407,575
890,875,3936038407,852
1393,1378,3936038407,1353
1468,1453,3936038407,1425
1793,1778,3936038407,1748
1939,1924,3936038407,1896
2552,2537,3936038407,2494
2930,2915,3936038407,2879
3262,3247,3936038407,3212
3509,3494,3936038407,3475
4182,4167,3936038407,4140
4416,4401,3936038407,4347
4924,4909,3936038407,4870
4984,4969,3936038407,4940
5259,5244,3936038407,5210
473,458,3943262880,429
775,760,3943262880,745
885,870,3943262880,844
1224,1209,3943262880,1166
1255,1240,3943262880,1214
2353,2338,3943262880,2285
2469,2454,3943262880,2422
2649,2634,3943262880,2599
2740,2725,3943262880,2690
3260,3245,3943262880,3193
3758,3743,3943262880,3671
178,163,3936473615,122
558,543,3936473615,510
691,676,3936473615,650
910,895,3936473615,873
1376,1361,3936473615,1338
1632,1617,3936473615,1568
1764,1749,3936473615,1717
1916,1901,3936473615,1879
2223,2208,3936473615,2172
2441,2426,3936473615,2370
2804,2789,3936473615,2766
3732,3717,3936473615,3687
1135,1120,3928462587,1084
1412,1397,3928462587,1371
1615,1600,3928462587,1568
1954,1939,3928462587,1908
2158,2143,3928462587,2090
2357,2342,3928462587,2313
2521,2506,3928462587,2473
2824,2809,3928462587,2778
3814,3799,3928462587,3740
1163,1148,3941740660,1124
1278,1263,3941740660,1233
1347,1332,3941740660,1307
1565,1550,3941740660,1526
1871,1856,3941740660,1834
2164,2149,3941740660,2111
2580,2565,3941740660,2538
2905,2890,3941740660,2861
3372,3357,3941740660,3335
3523,3508,3941740660,3478
3932,3917,3941740660,3885
4525,4510,3941740660,4474
597,582,3930343388,547
737,722,3930343388,691
1648,1633,3930343388,1602
1739,1724,3930343388,1706
2236,2221,3930343388,2182
2430,2415,3930343388,2362
2983,2968,3930343388,2936
3014,2999,3930343388,2968
3067,3052,3930343388,3031
3464,3449,3930343388,3402
624,609,3934197014,583
938,923,3934197014,894
1291,1276,3934197014,1222
1463,1448,3934197014,1407
1645,1630,3934197014,1597
2004,1989,3934197014,1960
2096,2081,3934197014,2051
2266,2251,3934197014,2213
2430,2415,3934197014,2384
2681,2666,3934197014,2636
96,81,3851000926,49
290,275,3851000926,244
440,425,3851000926,406
763,748,3851000926,717
900,885,3851000926,852
1133,1118,3851000926,1090
1745,1730,3851000926,1697
1828,1813,3851000926,1779
2009,1994,3851000926,1975
2135,2120,3851000926,2071
2342,2327,3851000926,2282
449,434,3849869490,391
808,793,3849869490,764
1374,1359,3849869490,1324
1553,1538,3849869490,1502
1850,1835,3849869490,1810
1994,1979,3849869490,1950
2894,2879,3849869490,2840
3503,3488,3849869490,3466
4172,4157,3849869490,4124
4409,4394,3849869490,4353
196,181,3850968927,157
598,583,3850968927,545
673,658,3850968927,640
920,905,3850968927,875
1234,1219,3850968927,1186
1306,1291,3850968927,1264
1373,1358,3850968927,1327
1507,1492,3850968927,1465
1581,1566,3850968927,1534
1688,1673,3850968927,1634
1817,1802,3850968927,1777
1858,1843,3850968927,1804
778,763,3936321758,738
880,865,3936321758,801
1068,1053,3936321758,1025
1489,1474,3936321758,1430
1833,1818,3936321758,1791
2099,2084,3936321758,2058
2564,2549,3936321758,2504
2730,2715,3936321758,2692
3120,3105,3936321758,3062
718,703,3848393534,679
940,925,3848393534,883
1162,1147,3848393534,1127
1767,1752,3848393534,1726
1886,1871,3848393534,1843
2010,1995,3848393534,1971
2217,2202,3848393534,2183
2573,2558,3848393534,2528
2915,2900,3848393534,2871
3040,3025,3848393534,2982
3466,3451,3848393534,3417
3596,3581,3848393534,3557
789,774,3928136472,737
991,976,3928136472,937
1174,1159,3928136472,1137
1416,1401,3928136472,1365
2316,2301,3928136472,2272
2659,2644,3928136472,2612
2857,2842,3928136472,2811
3541,3526,3928136472,3486
1725,1710,3847039727,1658
3164,3149,3847039727,3098
3654,3639,3847039727,3606
4067,4052,3847039727,4035
4488,4473,3847039727,4440
4774,4759,3847039727,4709
817,802,3932641464,781
1064,1049,3932641464,1014
1589,1574,3932641464,1533
1819,1804,3932641464,1760
2412,2397,3932641464,2374
2565,2550,3932641464,2520
2660,2645,3932641464,2606
3167,3152,3932641464,3114
3260,3245,3932641464,3204
3532,3517,3932641464,3481
449,434,3849491688,410
554,539,3849491688,509
664,649,3849491688,623
787,772,3849491688,733
1505,1490,3849491688,1470
1532,1517,3849491688,1490
1841,1826,3849491688,1790
2235,2220,3849491688,2174
3099,3084,3849491688,3043
3248,3233,3849491688,3211
713,698,3846125996,676
875,860,3846125996,829
1599,1584,3846125996,1540
1824,1809,3846125996,1770
1970,1955,3846125996,1929
2274,2259,3846125996,2211
2429,2414,3846125996,2381
3191,3176,3846125996,3132
632,617,3928837410,580
896,881,3928837410,860
1097,1082,3928837410,1049
1329,1314,3928837410,1290
1444,1429,3928837410,1390
1733,1718,3928837410,1677
2487,2472,3928837410,2435
596,581,3843793098,556
897,882,3843793098,866
992,977,3843793098,946
1151,1136,3843793098,1107
1901,1886,3843793098,1847
2570,2555,3843793098,2505
2729,2714,3843793098,2680
2835,2820,3843793098,2802
2930,2915,3843793098,2896
311,296,3850928939,258
633,618,3850928939,579
861,846,3850928939,817
928,913,3850928939,857
1098,1083,3850928939,1049
1390,1375,3850928939,1350
1538,1523,3850928939,1490
1679,1664,3850928939,1629
1733,1718,3850928939,1688
1800,1785,3850928939,1753
1983,1968,3850928939,1934
146,131,3942260942,93
461,446,3942260942,412
881,866,3942260942,840
1053,1038,3942260942,1003
1238,1223,3942260942,1197
1483,1468,3942260942,1439
1575,1560,3942260942,1533
1844,1829,3942260942,1808
1969,1954,3942260942,1912
2152,2137,3942260942,2102
394,379,3930746428,352
881,866,3930746428,841
1075,1060,3930746428,1036
1259,1244,3930746428,1219
1764,1749,3930746428,1704
1932,1917,3930746428,1886
2218,2203,3930746428,2183
2241,2226,3930746428,2205
2615,2600,3930746428,2561
2842,2827,3930746428,2782
2873,2858,3930746428,2830
3001,2986,3930746428,2967
566,551,3941422211,520
599,584,3941422211,557
829,814,3941422211,787
1010,995,3941422211,962
1208,1193,3941422211,1155
1318,1303,3941422211,1274
1538,1523,3941422211,1496
1673,1658,3941422211,1626
1789,1774,3941422211,1739
1981,1966,3941422211,1938
2071,2056,3941422211,2035
2257,2242,3941422211,2221
481,466,3848567151,417
1158,1143,3848567151,1108
1462,1447,3848567151,1406
1730,1715,3848567151,1696
1862,1847,3848567151,1821
2116,2101,3848567151,2056
2670,2655,3848567151,2634
2838,2823,3848567151,2799
331,316,3928620364,292
808,793,3928620364,762
1314,1299,3928620364,1255
1554,1539,3928620364,1507
1746,1731,3928620364,1701
2549,2534,3928620364,2497
2673,2658,3928620364,2621
3187,3172,3928620364,3099
299,284,3850899797,259
621,606,3850899797,571
681,666,3850899797,623
739,724,3850899797,695
879,864,3850899797,800
917,902,3850899797,869
1027,1012,3850899797,958
1058,1043,3850899797,1018
1095,1080,3850899797,1055
1191,1176,3850899797,1157
1241,1226,3850899797,1194
1288,1273,3850899797,1243
36,21,3934416979,-7
334,319,3934416979,278
699,684,3934416979,653
884,869,3934416979,831
1771,1756,3934416979,1737
2023,2008,3934416979,1966
2536,2521,3934416979,2491
2628,2613,3934416979,2572
269,254,3849486792,234
467,452,3849486792,412
908,893,3849486792,860
1077,1062,3849486792,1036
1675,1660,3849486792,1637
2003,1988,3849486792,1964
2271,2256,3849486792,2215
558,543,3928509645,521
1006,991,3928509645,962
1248,1233,3928509645,1193
1334,1319,3928509645,1297
1897,1882,3928509645,1846
2638,2623,3928509645,2592
3061,3046,3928509645,2989
3494,3479,3928509645,3428
159,144,3928337789,117
388,373,3928337789,330
450,435,3928337789,405
509,494,3928337789,465
689,674,3928337789,659
753,738,3928337789,717
1030,1015,3928337789,984
1137,1122,3928337789,1088
1398,1383,3928337789,1357
1689,1674,3928337789,1645
1988,1973,3928337789,1944
121,106,3847022750,83
444,429,3847022750,402
785,770,3847022750,735
933,918,3847022750,878
1350,1335,3847022750,1306
1394,1379,3847022750,1355
2099,2084,3847022750,2021
2464,2449,3847022750,2417
2784,2769,3847022750,2739
2884,2869,3847022750,2844
2937,2922,3847022750,2880
1124,1109,3932802156,1070
1379,1364,3932802156,1330
1487,1472,3932802156,1451
1746,1731,3932802156,1700
1875,1860,3932802156,1834
2323,2308,3932802156,2279
2451,2436,3932802156,2412
2552,2537,3932802156,2503
2739,2724,3932802156,2689
387,372,3850807673,335
521,506,3850807673,463
766,751,3850807673,718
906,891,3850807673,868
1095,1080,3850807673,1061
1247,1232,3850807673,1201
1332,1317,3850807673,1288
1484,1469,3850807673,1436
1548,1533,3850807673,1509
1629,1614,3850807673,1567
423,408,3928080962,375
578,563,3928080962,521
946,931,3928080962,907
1121,1106,3928080962,1068
1197,1182,3928080962,1147
1580,1565,3928080962,1530
1626,1611,3928080962,1580
1737,1722,3928080962,1695
1874,1859,3928080962,1823
2037,2022,3928080962,1993
2235,2220,3928080962,2196
2309,2294,3928080962,2251
2507,2492,3928080962,2451
245,230,3842323290,207
434,419,3842323290,389
477,462,3842323290,430
603,588,3842323290,563
675,660,3842323290,633
880,865,3842323290,837
1039,1024,3842323290,988
1293,1278,3842323290,1249
1619,1604,3842323290,1572
1860,1845,3842323290,1808
2083,2068,3842323290,2020
688,673,3928022579,636
770,755,3928022579,730
886,871,3928022579,842
959,944,3928022579,913
1386,1371,3928022579,1341
1693,1678,3928022579,1630
2700,2685,3928022579,2649
3097,3082,3928022579,3051
3424,3409,3928022579,3370
420,405,3847209520,369
733,718,3847209520,691
1115,1100,3847209520,1068
2065,2050,3847209520,2018
3009,2994,3847209520,2962
424,409,3928034802,369
1397,1382,3928034802,1355
1472,1457,3928034802,1426
1719,1704,3928034802,1673
1893,1878,3928034802,1845
1998,1983,3928034802,1940
2331,2316,3928034802,2294
2605,2590,3928034802,2553
2850,2835,3928034802,2814
851,836,3930995463,799
1186,1171,3930995463,1113
1585,1570,3930995463,1527
2008,1993,3930995463,1954
2171,2156,3930995463,2121
2424,2409,3930995463,2357
558,543,3844449340,516
821,806,3844449340,767
968,953,3844449340,925
1529,1514,3844449340,1477
1735,1720,3844449340,1671
1866,1851,3844449340,1811
1953,1938,3844449340,1913
2077,2062,3844449340,2044
1309,1294,3844191105,1265
1373,1358,3844191105,1300
1873,1858,3844191105,1817
2205,2190,3844191105,2161
2327,2312,3844191105,2291
2617,2602,3844191105,2563
2983,2968,3844191105,2949
3207,3192,3844191105,3174
313,298,3937537639,277
543,528,3937537639,509
615,600,3937537639,568
881,866,3937537639,843
1377,1362,3937537639,1334
2010,1995,3937537639,1960
2338,2323,3937537639,2302
2580,2565,3937537639,2535
2693,2678,3937537639,2659
641,626,3930496811,596
967,952,3930496811,915
1261,1246,3930496811,1207
1795,1780,3930496811,1741
2214,2199,3930496811,2163
2287,2272,3930496811,2240
2729,2714,3930496811,2690
222,207,3844862562,175
409,394,3844862562,361
564,549,3844862562,519
666,651,3844862562,628
805,790,3844862562,768
1150,1135,3844862562,1111
1517,1502,3844862562,1465
1765,1750,3844862562,1714
2005,1990,3844862562,1955
2138,2123,3844862562,2098
2312,2297,3844862562,2273
929,914,3935917464,879
1232,1217,3935917464,1197
1555,1540,3935917464,1502
1817,1802,3935917464,1771
1912,1897,3935917464,1872
2193,2178,3935917464,2145
2269,2254,3935917464,2214
2476,2461,3935917464,2434
3004,2989,3935917464,2964
3108,3093,3935917464,3069
3277,3262,3935917464,3233
422,407,3845858539,384
704,689,3845858539,655
1260,1245,3845858539,1217
1670,1655,3845858539,1638
1918,1903,3845858539,1860
188,173,3930266193,156
328,313,3930266193,280
846,831,3930266193,797
1288,1273,3930266193,1249
1953,1938,3930266193,1893
2175,2160,3930266193,2131
2296,2281,3930266193,2233
429,414,3929018213,394
619,604,3929018213,568
1045,1030,3929018213,987
1236,1221,3929018213,1197
1402,1387,3929018213,1356
1642,1627,3929018213,1601
1838,1823,3929018213,1788
2166,2151,3929018213,2126
2284,2269,3929018213,2245
2428,2413,3929018213,2378
330,315,3930153082,296
584,569,3930153082,542
1248,1233,3930153082,1197
1769,1754,3930153082,1737
1908,1893,3930153082,1858
2121,2106,3930153082,2068
2323,2308,3930153082,2274
574,559,3930123077,534
656,641,3930123077,606
761,746,3930123077,717
896,881,3930123077,854
1252,1237,3930123077,1216
1342,1327,3930123077,1304
1440,1425,3930123077,1401
1737,1722,3930123077,1692
287,272,3934531879,238
340,325,3934531879,291
699,684,3934531879,651
1142,1127,3934531879,1087
1948,1933,3934531879,1910
2453,2438,3934531879,2406
2677,2662,3934531879,2635
328,313,3943365614,271
465,450,3943365614,415
802,787,3943365614,747
1148,1133,3943365614,1097
1587,1572,3943365614,1548
1883,1868,3943365614,1850
2040,2025,3943365614,1995
261,246,3943673479,222
330,315,3943673479,291
453,438,3943673479,411
675,660,3943673479,629
807,792,3943673479,765
1028,1013,3943673479,994
1211,1196,3943673479,1166
1512,1497,3943673479,1463
1698,1683,3943673479,1660
1777,1762,3943673479,1742
1871,1856,3943673479,1835
2122,2107,3943673479,2061
307,292,3937609487,267
350,335,3937609487,309
754,739,3937609487,713
885,870,3937609487,848
982,967,3937609487,935
1373,1358,3937609487,1320
1923,1908,3937609487,1880
2469,2454,3937609487,2406
2593,2578,3937609487,2553
2814,2799,3937609487,2735
902,887,3941208711,861
1469,1454,3941208711,1430
1640,1625,3941208711,1598
1867,1852,3941208711,1834
2090,2075,3941208711,2046
2316,2301,3941208711,2282
2450,2435,3941208711,2378
2818,2803,3941208711,2749
1192,1177,3928033510,1153
1347,1332,3928033510,1308
1655,1640,3928033510,1623
2142,2127,3928033510,2092
3040,3025,3928033510,3001
3165,3150,3928033510,3118
313,298,3849566762,281
1023,1008,3849566762,975
1167,1152,3849566762,1131
2223,2208,3849566762,2167
2620,2605,3849566762,2584
2794,2779,3849566762,2736
659,644,3845225400,624
1111,1096,3845225400,1075
1268,1253,3845225400,1231
1677,1662,3845225400,1634
2121,2106,3845225400,2079
2637,2622,3845225400,2586
2693,2678,3845225400,2624
2972,2957,3845225400,2930
461,446,3936679099,424
736,721,3936679099,700
1197,1182,3936679099,1136
1553,1538,3936679099,1493
1725,1710,3936679099,1684
2132,2117,3936679099,2085
2315,2300,3936679099,2271
2907,2892,3936679099,2863
701,686,3848316665,661
1199,1184,3848316665,1154
1633,1618,3848316665,1599
1924,1909,3848316665,1880
2922,2907,3848316665,2873
430,415,3943547236,388
853,838,3943547236,811
1164,1149,3943547236,1120
1472,1457,3943547236,1413
2027,2012,3943547236,1992
2445,2430,3943547236,2411
199,184,3930055489,153
725,710,3930055489,665
808,793,3930055489,767
1082,1067,3930055489,1035
1347,1332,3930055489,1296
1365,1350,3930055489,1332
1519,1504,3930055489,1485
1621,1606,3930055489,1576
1827,1812,3930055489,1773
349,334,3846193066,313
470,455,3846193066,422
709,694,3846193066,632
1586,1571,3846193066,1532
1813,1798,3846193066,1769
1947,1932,3846193066,1908
385,370,3930369369,337
574,559,3930369369,520
734,719,3930369369,691
1068,1053,3930369369,1032
1218,1203,3930369369,1176
1345,1330,3930369369,1298
2126,2111,3930369369,2083
2201,2186,3930369369,2131
555,540,3849530590,518
687,672,3849530590,641
1006,991,3849530590,964
1226,1211,3849530590,1155
1451,1436,3849530590,1400
2196,2181,3849530590,2153
2341,2326,3849530590,2299
192,177,3932111656,128
408,393,3932111656,365
561,546,3932111656,527
764,749,3932111656,729
854,839,3932111656,808
1283,1268,3932111656,1242
1421,1406,3932111656,1372
1466,1451,3932111656,1415
1943,1928,3932111656,1910
2075,2060,3932111656,2043
496,481,3849337141,439
632,617,3849337141,571
694,679,3849337141,637
929,914,3849337141,881
1168,1153,3849337141,1121
1724,1709,3849337141,1691
1842,1827,3849337141,1794
